Protein IDs,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha _day_1_1, Alpha _day_1_2
P91891,-0.516449897,-0.370955852,-0.574755558,-0.520583163
Q9VTY2,-0.018556473,-0.08136952,-0.10034484,-0.038539655
Q7K1I4,0.41705586,0.863304159,0.291839273,#VALUE!
Q9VCZ8;E1JIT4,-0.287888501,-0.403656365,-0.5884219,-0.752631449
Q24179-4;Q24179-2;Q24179-3;Q24179,-1.340988829,-0.68258015,-1.601080545,-1.861604904
P15215,-3.177881725,-2.959037452,-2.960496591,-2.994010837
P43332,0.87530826,0.552180304,0.453227826,0.725697537
A1Z8P9,1.560910561,-1.519073148,-1.675212434,-1.787866492
Q9VA18,2.165654722,1.83758,1.830417598,2.071934245
Q9VZF9,-0.659175706,-1.082927292,-2.345417814,-1.977497246
Q7K1C3,0.255682003,0.123798608,2.767866632,0.468635446
Q7KVI9,2.966116643,2.953879814,2.999819652,3.280124892
Q9VG44,-0.543509228,-0.606232367,-0.378850696,-0.560621543
P16620-2;P16620,0.324119326,0.38659025,0.327457434,-0.569350753
A1ZBJ2,-0.369594529,-0.149424578,0.011781859,-0.100128331
Q9VXF8;Q7KUX7;Q8IR13,-0.050547242,-0.499340694,-0.299418239,-0.258028293
P19351-3,0.887057294,0.854634043,0.749148067,0.759667186
Q9VSX2,3.521176402,3.342128018,3.586044116,3.647084213
Q9W380,2.079941254,1.747258486,1.820567033,1.864334741
Q7YTZ0;Q9VTD7,-0.84868668,-0.239770536,0.037874166,-0.030796083
Q24478,-1.419815916,-1.181672961,-0.992201707,-0.985901844
Q9VKW5,-1.269616546,-1.279493874,-1.210763206,-1.200448453
A8DYI6;Q0E924;A8DYI7,0.663025756,0.689030727,0.610133076,0.491186096
Q9VFR2;Q8I0D4,0.136453909,0.115033243,0.039138394,-0.017402451
Q10714,-1.492403229,-1.881188464,-1.68176994,-1.76945265
Q9Y168;Q9I7L9,0.630778213,1.146003451,0.194591403,0.529571108
Q9VSN2,-0.07950851,-0.089083176,-0.314750538,-0.618052199
Q7KUX3;Q0KHR7,-1.262226723,-1.283210987,-1.300199648,-0.858201023
A8JQV3;E1JJ81,-0.979344905,-1.008711271,-0.562090498,-0.711913168
Q9VWS1,#VALUE!,-0.296155104,-0.823243207,-1.138759215
Q9VDU1,0.07244885,0.943358763,-0.184850885,-0.610124859
Q9W0Y6,-1.300164121,-2.084364377,-1.674889946,2.023042393
Q8MLS2,-0.339911093,-0.670658222,-0.753750025,-0.692128533
O61613,-1.985473308,-1.809751786,-1.995966099,-1.763121694
Q9XZ61,-0.867620575,-0.870202651,-0.744197163,-0.974687657
Q8IRQ5;Q9W3X6;Q9W3X5,-0.345289512,-0.256028405,-0.298743726,-0.153494649
O76206,0.022900402,-0.246549496,-0.284932518,-0.19576467
Q9VB23,-1.626914222,-1.215579775,-1.449926783,-1.36497933
Q9TVP3-2,-0.128172119,#VALUE!,0.484911487,#VALUE!
Q7JVK6,0.260266587,0.084744621,0.186120184,0.34596403
Q9I7U4-5;Q9I7U4;Q9I7U4-4;Q9I7U4-2,-2.091663587,-2.453083321,-1.409623139,-2.056851317
P26686-3;P26686-5;P26686;P26686-4;P26686-6;P26686-9;P26686-8;P26686-7,0.106884289,0.214870834,0.301587647,0.257252053
Q9W3N7,1.561741592,1.589332052,1.59545592,1.609660418
Q7JWX3,1.258458623,0.981487368,1.169411952,1.063088712
Q9VFS1,-0.237727733,-0.038717477,-0.019009569,-0.145429784
Q7JRL9,1.437227739,1.10614728,1.075464174,0.812703577
Q9VAI6,-1.825772571,-2.03179863,-1.772012541,-1.939426838
Q7JV39,1.209203797,0.477884522,0.924327962,0.824890024
Q9VSL3,-0.69710194,-0.689799502,-0.596165129,-0.516800764
Q9VQR2,1.765195249,1.304043696,1.482590175,1.455964989
O77410,-2.478989478,-2.192842947,-2.23636747,-2.358601947
Q9V3D4,-1.028233909,-1.141207344,-1.158622594,-1.226915139
O61722,-0.064660953,-0.148640726,-0.044791366,0.035201596
O76454,0.328376934,-0.356051481,0.033370138,-0.195269046
Q8T0L3,-4.144405703,0.021906077,-3.728163208,-2.235891681
P41073-3;P41073,-1.810055287,-1.672726536,-1.703877425,-1.532699649
Q9VXN2,1.987611923,1.373787394,1.330443668,1.191373142
Q9VWD9,0.889317778,0.978708171,0.724388337,0.627233276
Q8IR16;Q04047-2;Q04047;Q7PLU6,-0.292651913,-0.140189435,-0.054047769,0.001730196
Q9VNW6,-0.289703799,-0.162282764,-0.021584687,-0.104759431
Q9VVL7,-0.172311027,-0.231447239,-0.269286145,-0.073605793
P08879,0.676628488,0.318924164,0.333881659,0.257976116
Q9VJ46,-0.075824085,0.121943734,-0.069270231,-0.016278533
Q9W2D6,1.077311371,0.577924245,0.571725344,0.96214179
Q9VZG2,-1.359897388,-1.814158821,-2.524749061,-2.776552736
Q9V9Y0,-0.935199906,0.757450016,-0.124141318,-0.63153335
Q7KMP8,-1.498260245,-1.037147479,-1.324021521,-1.278408601
Q94522,-0.126611997,0.095586908,0.128557365,0.191688976
P23380,0.49139136,0.399116393,1.115233048,0.99385548
Q7K221;A1ZAA5,0.855909988,1.079770628,1.30018231,1.182183769
P11996,-1.016482816,-0.958476638,-1.88677959,-1.921062317
Q9V3P3,-0.911641269,-0.507029088,-0.413038348,-0.323064665
P19107,-1.313261938,-1.185736709,-0.837480572,-0.753141996
Q9XZ63,0.378511623,0.120882733,0.023752136,0.300768033
Q9VKD3;Q8IPA0,-0.178093902,-0.41188625,-0.129071137,-0.363382339
Q9VU58,-0.030796083,0.002018361,0.364124147,0.42320165
Q7KTH8,-0.078959817,-0.177261695,-0.325665906,-0.555269333
A1Z9J3;E1JH64;A1Z9J2,-2.87017628,-2.603665118,-3.00961144,-3.006130032
Q9V470;Q8IQ64,-1.308430103,-1.416423152,-1.287677158,-1.553468493
Q9VPX6,-1.388279925,-1.314876152,-1.475254265,-1.372878811
Q9W4P5,-1.055561308,-0.959822959,-0.970638997,-0.862417786
P11147,-1.95349497,-2.013334226,-2.016716319,-1.82756369
Q7K1Z5,0.100439479,0.091801369,-0.284264742,-0.175028535
Q9VU35,1.627700213,1.12631213,1.148999163,1.061568849
P40304,-0.416577195,-0.50440716,-0.716647123,-0.505430783
Q9W2X6,2.31582704,1.9032697,1.567886125,1.693631917
Q9VYK6;Q9VYK4;Q9VYK5,-1.735139337,-1.336937798,-0.798717446,#VALUE!
Q24211;A4V4W0,1.078541524,1.026800059,0.906274914,0.761625692
Q9VT55,#VALUE!,#VALUE!,-1.09320174,-1.031179328
Q9W3J5,0.063226802,-0.06787834,-0.000865877,-0.008566135
Q9V4N3;Q9V4N3-2,0.595312689,0.34619103,0.22119655,0.351402184
Q7JVY0,-2.281596724,-2.085221193,-2.172733776,-2.117724762
Q9VJQ3,0.575409153,0.434668256,0.309176187,0.288417627
Q9W2V9,0.449534963,0.923643625,0.421048212,0.249748715
P12881,-0.684480141,-0.956431513,-0.89907616,-0.855562002
B7YZD9;A1Z867;B7YZD8,-0.56390214,-1.171855898,-0.52097644,-0.739275755
P91927,0.877508689,1.098150021,1.061845307,0.997256272
P40301,-0.302902324,-0.51154669,-0.560089682,-0.318289881
P24492,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJ28,-0.850246378,-0.681353437,-0.516202277,-0.56766055
Q9W309,-0.303276119,-0.460270429,-0.79138286,-1.162751033
Q5U117,-1.591396821,-1.322830061,-1.500136259,-1.37022841
A1Z933,0.164142649,0.015212085,-0.21784309,-0.348133165
Q9Y171,0.430820497,0.195599575,0.540919995,0.445938537
P14199,0.243303487,0.543594864,0.363002823,0.210014738
Q9VEN3,-1.079721946,-1.089021794,0.564426949,-0.176902853
A1Z847;Q0E9D9,1.97614364,1.880920568,1.655672392,1.82452348
Q9VMT2,1.856667047,1.461947582,1.552180304,1.595169444
Q24251,1.341188772,1.189286907,1.090311471,1.249991368
O62530,-1.288910426,-0.853814023,-0.812688313,-0.90241617
Q9VP50,0.543297901,0.671746267,0.600745498,0.398678716
P25007;Q7K2I4,0.274291484,-0.048695699,0.076148597,0.247927513
Q9V3A8,-0.535582658,-0.286867298,-0.524852844,-0.410063975
Q9VNE2,-1.820922142,-1.569864625,-1.549324516,-1.294172456
Q95RR1,1.156784908,0.85646786,1.080725874,1.032594591
Q9VGX3-2,0.741402266,0.493339909,0.194339249,0.21971064
Q9V5C6;Q9V5C6-2,-0.439108999,-0.665225803,-0.586947571,-0.708019316
Q9Y102,0.558267634,0.679694025,0.326192164,0.502126889
E2QCY2;Q9VVT8,-2.57338099,-2.31423025,-2.328289959,-2.195615965
P18431-2;A4V3W2;P18431-3;A4V3W1,-1.476819468,-1.491388804,-1.249685065,-1.160395085
Q9V3T3,-0.415133682,-0.674866914,-0.095928297,0.199373961
Q27268,-1.57638956,-1.324274381,-1.328000174,-1.18898939
A1Z814;E1JH23,-1.235993622,-0.488349801,#VALUE!,-1.123151088
Q9VB64,-0.47104868,-0.351479335,-0.397296088,-0.222717064
P48148;A4UZI6,-0.816697705,-0.818681141,-0.21245052,-0.633949213
P20348-2;P20348,0.333881659,0.083928155,0.114100452,-0.138695682
A8DYL2,-1.41761742,-1.452056689,-1.195946441,-1.283175875
P08181;A4V2B8,-0.642977315,-0.174637679,0.019773069,-0.287025713
Q9VL89,-2.501279376,-2.095604538,-1.769698596,-1.672772532
O01404;E2QCL8,0.660837368,0.284158746,0.69706208,0.32308179
A8JV30,-0.969904096,-1.53566631,-1.604059782,-1.810561265
Q9VSR8,-1.960833525,-2.185802347,-2.044240841,-2.037058662
Q9VLG9,0.891030268,0.963474124,2.078678143,1.635336495
Q9VV21,0.548041987,0.331131922,-0.251538767,-0.262365151
P07909-3,0.673827752,0.469156632,0.487486349,0.455649427
Q7KTJ7,0.658737042,0.605115002,0.888616627,0.547548539
Q9VHB1,0.906274914,1.305153395,0.769602498,1.206580714
Q9XZ03,-0.545150304,-0.870571896,-0.85055852,-0.978975184
A8E6M1;A1ZBB4;E1JGL8;Q8MRW8,-0.857285964,-0.708750087,-0.562729641,-0.771249022
Q9VHS2,1.937043014,1.602551897,1.564573279,1.504976256
Q8SXC2,-0.582814485,-0.372916175,-0.419680824,-0.592266569
Q7KV34;Q9VYW8,-0.384357711,-0.137822395,-0.113941565,-0.096298397
P48604,-0.235348114,-0.259616385,-0.537382235,-0.245574234
Q9I7J0,-1.088684239,-1.291344819,-1.722657916,-1.284510728
Q9V3Z4,-3.238816868,-2.882570916,-3.302439665,-2.911152836
P06742-2;P06742,0.499067738,0.379953597,0.250840334,0.031959741
Q9W5W8,-0.533743552,-0.174898238,-0.575550828,-0.526431262
P20241-2;E1JJF9;P20241;E1JJF8,-0.498606716,-0.543193851,-0.53662865,-0.459516379
Q9VEJ3;Q8IN96,1.170053235,0.784503983,0.744247224,0.707436442
Q9VM69,-1.367992424,-1.058292691,-1.232633346,-1.317462658
Q9V9E3,-2.739179424,-2.136632399,-2.205031077,-1.816951839
Q9VH95,-0.401539508,-0.363957795,-0.512966493,-0.475294377
Q01604,-0.076660628,-0.092893978,0.042784398,-0.013698295
P35128;E1JJN1,0.152118504,0.280956314,0.189286907,0.243790925
Q9VXY7;Q0KHS7;Q0KHS6,-1.121643471,-0.960103601,-1.072149046,-0.982192087
Q94519,2.10400111,1.700706037,1.39988201,1.752191955
Q9VCV9,-1.595402012,-1.82071827,-1.594443237,-1.600686695
Q9VL02;Q9V3Q1,-1.189910672,#VALUE!,-1.421322082,#VALUE!
Q9W141;Q9W141-2,1.95363774,1.911806609,2.108122955,2.058593577
Q9V3J1;Q9V3J1-2;Q9V3J1-3,-1.279879167,-1.161943768,-0.890144696,-0.910230691
A1ZB80;E1JGL5;A1ZB83;A1ZB77,0.793021888,0.544979883,0.523461591,0.336511916
Q9VKM3,1.070458026,1.030971642,0.877901269,0.62928667
Q9VV42;Q7KNR7,0.005471851,-0.120592212,-0.055246481,0.250961574
Q9VB13,0.835762419,0.370833848,0.540324906,0.824890024
Q0KI96;Q9GQN4;Q8T4D1;Q9GQN3;Q8INP0;Q9GNC8;Q0KI94,-0.910284919,-1.1824586,-1.142544441,-1.029617507
Q9W287,-0.649842251,-0.729124254,-2.201310734,-2.49679376
Q6IDF5,1.602029225,1.658645654,1.149454487,1.641777212
Q9W266,1.44567374,1.657091174,1.043274503,1.388520203
Q7KN62;Q7KN62-3;Q7KN62-2;Q8IGZ2,-2.358897945,-2.340002396,-2.287853275,-2.164560947
Q9VDL1,-0.275629127,#VALUE!,-0.417116477,-0.150449026
Q9VGX3-3,-0.818732034,-0.988733379,-1.210095508,-1.262192118
Q9VCA9,0.339821505,0.387141928,0.291485686,0.325501549
Q9VEB1,0.455123338,0.268434394,0.376290383,0.431355522
Q9VT04;Q9VT03,-0.996743188,#VALUE!,#VALUE!,-0.477020257
Q9V3W9;Q8IMB7,-0.998039268,-0.905331524,-1.162428073,-1.167474502
Q9V3N1,1.062950609,0.536550296,0.98170655,1.031395196
P15007-2;E1JHR5;P15007,0.141040345,0.150169706,0.112633417,0.097880434
Q9VF08,1.520246223,1.327112471,1.317304068,1.269631651
Q8I7C3-2;Q8I7C3,-1.057121465,-1.291592017,-1.103735902,-1.315773719
Q9I7R0,0.423739507,0.510050456,0.381837084,0.438079892
Q8IMJ0;Q0KHY8,0.442863897,0.658005777,0.657640005,0.659559273
Q27889,-0.925987877,-0.90781963,-0.716575999,-0.825031187
O18404,0.375512141,0.253263199,0.794020696,0.422986451
P36188-5,1.631104282,1.419107367,1.375234095,1.352023998
E1JGS3;Q9W257,#VALUE!,1.100708589,#VALUE!,#VALUE!
Q9VW05,-1.288029413,-1.340002396,-1.937380893,-1.893785704
Q9VAC1,-0.392686259,-0.348702569,-0.144265387,-0.223559071
A8Y535,1.671157476,1.568372667,1.102658131,2.342440964
A8Y516,-1.199686096,-1.200680555,-1.224182473,-0.947723235
Q9NHE5-4;Q9NHE5-2;Q9NHE5;Q9NHE5-5;Q9NHE5-3,-2.093694295,-2.079417046,-1.952936306,-1.959991337
Q9VHC8,1.09362778,0.798755614,0.767739536,0.669843154
B7Z0Q1;Q8IMU3;B7Z0Q2,-1.27767388,-1.600686695,-1.823524029,-1.566613191
Q8INN5;Q8INN7;Q9VH92;Q8INN6;Q9VH91;E1JIH2;E1JIH3,-2.30073267,-2.088653556,-2.580266964,-2.093755877
Q9VU17;Q8IQH6,-0.219185991,0.154712814,0.531967777,0.639232163
P19334,-1.780462816,-1.569051079,-1.106032101,-1.214909845
Q9VN02,0.270588742,0.083655897,0.889551419,0.399444565
O62621,-1.863546091,-1.773343509,-2.019579795,-2.256631528
Q9VRL0,1.722684598,1.706552654,1.847876677,1.761072471
Q9NEF6,1.457068911,1.596171862,#VALUE!,1.421694581
Q9VX98,-0.871416241,-0.482714227,-0.582836093,-0.456306162
P18053;Q9VA12,-0.991025554,-0.936828432,-1.083936159,-1.049695835
Q9W404,-1.294172456,-1.751465164,-2.126832518,-1.67516636
Q9VHY6,-1.920024623,-1.433428359,-1.30803711,-1.762827906
Q9VN25;Q9VN25-2;Q9VN25-3,-2.009669535,-2.001443417,-2.018351895,-2.096468058
Q9VGT3,1.334110568,1.62194636,1.722116238,1.554097638
Q9V9U3;Q8IMG1;Q8I0J1,0.51318752,0.189919418,-0.035756644,0.108089492
Q9V9W4,1.563255771,1.561057248,1.941707309,1.848798181
Q8IPM3;Q9VN21,-1.239702396,-1.213336732,-1.186032104,-1.164755001
Q9VZ49,-0.235314147,-0.314929991,-0.075976148,-0.19855987
Q9V438,-0.896146556,-1.035106075,-1.094187019,-1.097826063
Q0E8V7,1.704517885,1.30018231,1.331705216,1.025524968
Q960X8;Q960X8-2;B7YZZ4,-0.696236783,-0.964488695,-0.641018676,-0.591483772
O46037,-2.640793716,-2.392667319,-2.439402422,-2.224115065
Q8SXR1,0.219338923,-0.074258771,-0.016176402,-0.173335593
Q9VHR8-2;Q9VHR8,-1.879754242,-1.722943636,-1.799771883,-1.667171787
Q9VVA7,-0.633949213,-0.884700356,-0.634912211,-0.578628567
Q9VTW8,-1.663008294,-1.078868389,-1.209695037,-1.318865621
Q9VL70,0.061154063,0.046141782,0.099093179,0.121943734
Q9VKU1;E1JHE4;Q9W1W0;Q7KVJ6,-1.04739805,-0.962097728,-0.737206063,-0.711440626
Q59E58;Q59E59,-2.660360895,-2.621044539,-2.766799101,-2.799570979
Q9V8M2,-0.017665311,0.042224074,0.022474347,#VALUE!
P48602,-0.375178523,-0.35830601,-0.254805702,-0.14450457
Q9VD29;Q95SY7,-0.481827469,-0.154345366,-0.082881451,0.103262627
Q9VEJ0,0.206768235,0.373731722,0.380175312,0.285461405
Q9VC53,1.171847314,0.971663103,1.10608026,1.41196851
Q9V9S8;Q9V9S8-2;Q9V9S8-3,-0.69075395,-0.73845715,-0.471088675,-0.460846153
Q9W2N0,0.026870865,-0.030766607,-0.063017269,0.130535557
O46098,1.823627093,1.534410278,1.49015934,1.533413838
Q7K5K3,0.505586103,0.36120689,0.501719377,0.556306784
Q9VQ94,-2.977781347,-2.621044539,-2.543803643,-2.411118696
Q9VGM2;Q8INK3;Q8INK2,1.621336886,1.352023998,1.396269112,1.40315863
O44081;E1JGV6,-0.630594939,-0.647557841,-0.658128079,-0.611887629
A8DZ14,0.434561512,0.308244364,0.352080514,0.202887833
P02828,-2.008508085,-1.9596546,-2.017884398,-1.713497314
Q94516;Q94516-2,0.261590989,0.274291484,0.236462004,0.368600747
Q7JW03,-0.396631212,-0.324888655,-0.311560002,-0.460945439
O18413;Q9VA54,-1.366206127,-1.214608478,-1.287853275,-1.541659996
Q9VVB7;Q7KUQ5;Q8IQQ3;Q9VVB5,-2.459893355,-2.149824666,-2.141589245,-1.976134338
E1JJR8,0.823097147,0.638027485,0.677079711,0.777367109
Q9VUB8,0.014783753,-0.147154178,-0.162751033,-0.158719219
Q02748,-1.929280951,-1.589615474,-1.531698212,-1.764346455
Q9Y162,-0.54614006,-0.520272757,-0.482089409,-0.663076826
Q7KT91,-1.745164117,-1.652992068,-1.442026324,-0.212517385
O02649;Q9VMN5,-0.314284064,-0.420395024,-0.522571345,-0.402893175
Q9VE19,1.256950253,0.902420942,0.770955871,0.927744783
P36188-9,1.209016592,1.179447354,1.10144838,1.18027519
Q9W3W8,-1.617498743,-1.757842641,-1.864754092,-1.510909262
Q9VA36;Q86PF3;Q9Y154;Q9VA35,-1.023915031,-0.909661426,-0.381460618,-0.221051338
Q9VZS3,-0.415787896,-0.748674768,-0.651744915,-0.421109579
Q9V3Z9,0.171078696,-0.148944618,0.076148597,-0.048695699
A1Z9E3,-0.977468839,-0.885526359,-0.873714305,-0.903954095
Q9V4S8,-0.633031603,#VALUE!,-0.737590898,-0.530718311
Q9VDC6,-2.360230689,-2.13606155,-2.15662712,-2.283070545
Q7JRC0,-0.259305534,-0.368849142,0.067087965,0.599032083
Q9VKY2,-1.994700627,-1.54793177,-1.747826587,-2.181149439
Q9VJD1,0.015354834,-0.20756107,-0.518391057,-0.254254963
Q9VKZ7,-1.331263617,-1.070269589,-1.003495553,-1.242259852
P91926;P91926-2,-2.157013125,-1.555120944,-1.938486449,-1.876519201
P21187,-1.191161926,-1.284089062,-1.209795144,-1.280615013
Q9W3M8,0.148738913,0.676538227,0.210014738,0.240863823
Q9VCI4,-0.949616718,#VALUE!,#VALUE!,-0.562772261
Q9V3H2,-1.911044318,-1.157785446,-1.418619827,-1.239770536
P36179,-2.167020896,-1.86533219,-1.961844799,-1.880019731
Q86DS1;E2QD63;C4NYP8,-1.399083272,-1.45450602,-1.423023237,-1.435690126
Q27294,0.408385791,0.253505262,0.309641873,0.24902051
Q9VU39;Q9VU38,-0.395036759,-0.575529328,-0.577573217,-0.578003879
Q24208;Q24208-2,-2.119917928,-2.274738731,-2.507090596,-2.397068096
Q7K2G1-2;B7YZG8;Q7K2G1;B7YZG7;Q9W4E6,-0.720207811,-1.079813429,-0.992144312,-1.032831392
Q8IRH1;Q9W0E4;Q8IRH0,-2.533242384,-2.373177753,-2.431909507,-2.322216663
Q9VW58,-0.405183956,-0.306894466,-0.309681248,-0.30918066
B7Z0X1;Q9W457,0.327687364,0.25918208,0.594453004,0.594739622
A1Z6H7,-1.827717318,-0.98764587,-1.290815254,-0.855770857
Q9VA32,0.162854528,-0.067364285,0.008630305,0.07244885
Q8MLY8,-0.765277969,-0.878188849,-0.801354984,-0.67086492
Q9V9S0,0.575893165,0.627420069,0.705756782,0.509239782
Q9V3G7,-1.811826987,-1.579835627,-1.478989478,-1.548311476
Q7JWF1,-1.125824697,-0.977298408,-0.887046375,-1.135237388
Q9VLR5,0.953749471,0.631709645,1.011424075,0.957394615
Q9VL68,0.706817847,0.629193397,0.655443425,0.453543918
Q9VRJ4,0.161823203,0.141563582,0.021195425,0.213005039
Q7JYX5,-0.809625346,-0.457018926,-0.625778444,-0.305645735
Q7K5M6,-0.010352323,0.012783185,-0.372318461,-0.229872919
P61849,1.665802053,1.480678739,1.600983311,1.615039565
Q9VI09,1.385872752,1.19105724,1.026091814,0.789604066
Q9VKB5;Q8IP97,0.934629724,0.532067552,0.534958027,0.472695713
Q95TW4;A8JR56,-1.348427023,-1.28954509,-1.348427023,-1.340185018
Q7KVF6,1.937608046,1.98207178,2.390695197,2.284780616
Q9V3P0,-0.014893086,-0.052879983,0.230940776,0.141694362
Q8IM93,1.0766275,1.012854681,1.46571332,1.207643013
Q0E9F9,-0.221808248,-0.366931543,-0.343769082,-0.410063975
Q9VLM8,-3.313011,-2.86575277,-3.07217938,-2.897543423
P02516,-1.621133296,-1.743327459,-2.051578566,-1.806821224
Q9VSM1;E1JI71;Q9VSM0;Q9VSM2;Q5BHY8,-1.117912617,-0.140459747,-1.132261648,-1.368178624
Q9VUJ1;Q9W470,-1.044389611,-1.056881331,-1.137838268,-1.01371286
Q9VRR3,-0.077254108,-0.197103705,-0.186935076,-0.13000229
A8DYJ1;Q8SYD9;A8DYJ0;Q8T389,-0.506188733,-0.375365653,-0.321387186,-0.392364311
P82147;P82147-2,0.621993232,0.315913965,0.141171172,-0.085297719
O62619-2;O62619,-0.380371012,-0.276397754,-0.036659054,-0.134968052
Q9VQG4,-0.417232064,-0.056326175,-0.066155466,-0.169744676
Q9VQQ0,-1.030029899,-0.391228599,-0.528302678,-0.903252382
E2QCF1;Q7KN85,-2.414960558,-2.268260646,-2.363196757,-2.281947497
Q9VDP9;Q7KSB5,-0.157737164,-0.271496052,-0.180707865,0.025454096
Q6NNV7;Q5LJT0,0.286881148,0.204391163,0.399225792,0.881038076
Q9VPN5,-1.350743248,-1.348867922,-1.511731802,-1.508157163
Q7K3W2,-1.097270361,-1.473650692,-1.069270231,-1.384470702
Q9V5P6,0.187387707,0.623211368,-0.087626055,0.404249185
Q9V455,-1.541912025,-1.191491383,-1.307037247,-1.344574894
Q9VG82;Q9VG82-2,-0.771914,-0.851885879,-0.407133983,-0.550697475
Q9VYY2,-1.035697489,-0.977497246,-0.956739497,-1.116848429
Q9VK69,-2.618207205,-2.578283878,-2.733891123,-2.457514109
Q9Y125,0.927896454,0.578214165,0.55011263,0.669843154
O61492-2;A4V4F2;O61492-4;C9QP31;E1JJL2;O61492-3,-0.21720565,-0.102016149,0.008773707,0.005328121
P54192,3.268254719,2.955647583,2.632640476,2.804714436
Q9VZQ8;Q8IRD4;Q8IRD3,0.743558052,0.675725619,0.593784005,0.589379995
Q6AWN0,1.745022149,0.671112175,1.184661154,1.091598292
Q27331;A4V0N4;Q9VK47,-0.299578038,-0.312545089,-0.157061383,-0.345949474
Q7K3N4,-1.326443576,-1.11916561,-1.353911093,-1.223542226
Q9XZJ4;E1JGZ9,-1.225868692,-1.540484445,-1.402969476,-1.5540191
Q8T079,-1.244001516,-0.711062704,-0.750566795,-1.174686531
Q9VMY9,-1.071906398,-0.945748863,-0.747003117,-0.9385694
Q8IQW5,1.371112743,1.003746139,0.818686981,0.926227195
Q94511;A4V449,-2.162751033,-2.061781968,-1.821228003,-1.902820728
Q9VSA3,0.287235865,0.196103398,0.299830762,0.238420026
Q9VVI9,0.45438649,0.116231661,0.264956718,0.005040617
Q9W022,1.653793793,1.337539842,1.267655643,1.426908791
Q9W3X7,1.136125748,1.303868403,1.273635239,1.178873958
Q7KSQ0,0.345736995,0.677891557,0.749148067,0.678162071
Q9W4U2,0.686074659,0.610889008,0.621618213,0.546561136
A1Z7H3;Q8T3L1;A1Z7H2,-1.934400117,-1.460885867,-1.602700837,-1.697406037
Q9VH07,-0.837815749,-0.754772091,-0.956179575,-1.185014885
Q9VHG4,0.715102636,-0.200249538,0.20739313,0.211012193
Q9VWG1,1.160533009,0.748976389,0.875465545,0.537544572
Q9VUC1,-2.742361735,-2.364162044,-2.603577429,-2.52184617
Q9VH77,-0.521411239,-0.473690759,-0.86964896,-0.559132825
Q8IR07;P12080-2;P12080;E1JJN2,-0.994211992,-0.652357019,-0.735763849,-0.59477002
Q7KB18;A1ZBF3,0.656542133,0.775261292,0.662114331,0.695370292
Q9VXK0,1.077174623,1.113300436,1.264536431,1.170630147
Q27415-2;Q27415,1.328951324,0.994652129,1.006405751,1.008271738
Q8T6I0;Q8T8W3,-0.163962778,-0.13606155,-0.178257136,-0.108471935
Q8T3U2,-0.817536518,-0.777813693,-0.831563345,-0.757671884
Q8IQX3,0.01564029,0.123136427,0.40206725,0.112499976
P49630,-0.326425486,-0.213386911,-0.174051595,-0.270242776
Q9VHX4;B7Z0V3,0.059908989,-0.109063088,-0.174605113,-0.195169941
Q0E8P1;Q9VIX6,2.033722522,1.820852914,#VALUE!,#VALUE!
Q9W1H8,0.133826527,0.296428039,0.21685836,0.214870834
Q9W136,0.53645083,-0.179155253,-0.070421068,0.118758389
Q8SWU7-2;Q8SWU7,-1.836398222,-1.701200941,-1.541786005,-1.588747322
Q9VWA1;E1JI22,0.39758394,0.25761413,-0.028616473,-0.027807322
Q9VZ01,0.285934808,0.116763971,0.791022195,0.528971317
A1Z9M2;Q9VBM3,0.214622201,0.237318966,-0.039458636,0.058939855
Q7K3V6,-1.002917191,-0.634150717,-1.469889294,-1.749038426
Q9VFI3,2.707524791,2.264866667,2.035518343,2.059562944
Q9VZU7,-2.410121485,-2.889503118,-2.166373134,-2.448902394
B7Z122;Q9W4S0;Q8IRU1,-0.582382385,-0.553002759,-0.238884966,#VALUE!
Q9VWV4;Q9VWV2;Q7KUW2;Q7KUW3;Q9VWV5,-0.043898729,0.1728715,0.360982241,0.383828687
Q9VLP1,0.459536538,0.424384672,0.564622052,0.910195388
Q7KUD8;Q867T3;Q8IGP1;Q8IGH4;Q86BH9;Q86LF6,-1.864018666,-1.845131676,-1.695395507,-1.566442266
A1ZBU8,2.538836108,2.480032411,3.28156473,3.240833301
Q9VI66,1.057484931,0.823504815,0.838588779,1.01770816
Q9VRZ7,0.034779158,0.269870983,0.073683154,0.015212085
Q9VC52,-2.391758487,-1.731589562,-1.652901329,-1.467653115
Q9VAC4,0.471655707,0.247441471,0.288181352,0.02644598
Q9VGZ0,0.479954832,0.581977846,#VALUE!,#VALUE!
Q9VUY9,-0.280877905,0.027012465,0.133826527,0.064331046
Q0KHZ6,1.429428502,1.33187716,1.399991351,1.534460082
Q24007;Q8MLT4,-0.103921945,-0.371385028,0.199499604,0.110363243
Q7KN94,1.538091132,1.475707495,1.421048212,1.492622329
Q7KS34,1.43194382,-2.017125039,1.012997664,-0.301959369
Q8IPE8;Q9V397,-0.491226562,-0.242669467,-0.242003903,-0.283140764
Q9V3G8,-0.47939169,-0.583873677,-0.132103536,-0.330120572
Q9VVW3,#VALUE!,#VALUE!,#VALUE!,0.09071796
Q9VH09,-0.602021845,-1.040793682,-0.210178953,-0.4249007
P31009,-1.312867627,-1.251573117,-1.001270131,-1.014820204
